year,district,crime_type,crime_count
2023,Kilinochchi,Property Theft > 50k,87
2023,Kilinochchi,Rape (Adult),1
2023,Kilinochchi,Robbery,56
2023,Kilinochchi,Sexual Exploitation Of Children,0
2023,Kilinochchi,Statutory Rape (Consensual),10
2023,Kilinochchi,Statutory Rape (Non-consensual),7
2023,Kilinochchi,Unlawful Assembly/ Riot,0
2023,Kks,Abduction,5
2023,Kks,Agriculture Theft > 50k,0
2023,Kks,Arson,9
2023,Kks,Attempt to Murder,2
2023,Kks,Cattle Theft > 50k,12
2023,Kks,Cheating / Breach of Trust > 300k,11
2023,Kks,Counterfeiting Currency,1
2023,Kks,Cruelty to Children,0
2023,Kks,Extortions,0
2023,Kks,Grave Sexual Abuse,0
2023,Kks,Grievous Hurt,18
2023,Kks,House Breaking,115
2023,Kks,Human Trafficking,0
2023,Kks,Hurt by Dangerous Weapons,21
2023,Kks,Illegal Firearms,0
2023,Kks,Kidnapping,0
2023,Kks,Mischief > 50k,4
2023,Kks,Murder,5
2023,Kks,Narcotic Drugs,13
2023,Kks,Obstructing Police,4
2023,Kks,Offences Against The State,0
2023,Kks,Offensive Weapons Act,0
2023,Kks,Property Theft > 50k,46
2023,Kks,Rape (Adult),2
2023,Kks,Robbery,39
2023,Kks,Sexual Exploitation Of Children,4
2023,Kks,Statutory Rape (Consensual),19
2023,Kks,Statutory Rape (Non-consensual),2
2023,Kks,Unlawful Assembly/ Riot,0
2023,Mannar,Abduction,6
2023,Mannar,Agriculture Theft > 50k,2
2023,Mannar,Arson,3
2023,Mannar,Attempt to Murder,1
2023,Mannar,Cattle Theft > 50k,9
2023,Mannar,Cheating / Breach of Trust > 300k,36
2023,Mannar,Counterfeiting Currency,2
2023,Mannar,Cruelty to Children,0
2023,Mannar,Extortions,0
2023,Mannar,Grave Sexual Abuse,2
2023,Mannar,Grievous Hurt,12
2023,Mannar,House Breaking,54
2023,Mannar,Human Trafficking,0
2023,Mannar,Hurt by Dangerous Weapons,11
2023,Mannar,Illegal Firearms,0
2023,Mannar,Kidnapping,1
2023,Mannar,Mischief > 50k,10
2023,Mannar,Murder,4
2023,Mannar,Narcotic Drugs,51
2023,Mannar,Obstructing Police,3
2023,Mannar,Offences Against The State,0
2023,Mannar,Offensive Weapons Act,0
2023,Mannar,Property Theft > 50k,36
2023,Mannar,Rape (Adult),4
2023,Mannar,Robbery,6
2023,Mannar,Sexual Exploitation Of Children,0
2023,Mannar,Statutory Rape (Consensual),8
2023,Mannar,Statutory Rape (Non-consensual),1
2023,Mannar,Unlawful Assembly/ Riot,0
2023,Matale,Abduction,11
2023,Matale,Agriculture Theft > 50k,2
2023,Matale,Arson,9
2023,Matale,Attempt to Murder,7
2023,Matale,Cattle Theft > 50k,18
2023,Matale,Cheating / Breach of Trust > 300k,56
2023,Matale,Counterfeiting Currency,0
2023,Matale,Cruelty to Children,2
2023,Matale,Extortions,2
2023,Matale,Grave Sexual Abuse,21
2023,Matale,Grievous Hurt,59
2023,Matale,House Breaking,196
2023,Matale,Human Trafficking,0
2023,Matale,Hurt by Dangerous Weapons,40
2023,Matale,Illegal Firearms,2
2023,Matale,Kidnapping,2
2023,Matale,Mischief > 50k,6
2023,Matale,Murder,6
2023,Matale,Narcotic Drugs,24
2023,Matale,Obstructing Police,5
2023,Matale,Offences Against The State,0
2023,Matale,Offensive Weapons Act,1
2023,Matale,Property Theft > 50k,92
2023,Matale,Rape (Adult),6
2023,Matale,Robbery,34
2023,Matale,Sexual Exploitation Of Children,0
2023,Matale,Statutory Rape (Consensual),27
2023,Matale,Statutory Rape (Non-consensual),11
2023,Matale,Unlawful Assembly/ Riot,0
2023,Matara,Abduction,24
2023,Matara,Agriculture Theft > 50k,1
2023,Matara,Arson,11
2023,Matara,Attempt to Murder,13
2023,Matara,Cattle Theft > 50k,85
2023,Matara,Cheating / Breach of Trust > 300k,55
2023,Matara,Counterfeiting Currency,10
2023,Matara,Cruelty to Children,5
2023,Matara,Extortions,8
2023,Matara,Grave Sexual Abuse,35
2023,Matara,Grievous Hurt,80
2023,Matara,House Breaking,348
2023,Matara,Human Trafficking,0
2023,Matara,Hurt by Dangerous Weapons,117
2023,Matara,Illegal Firearms,2
2023,Matara,Kidnapping,14
2023,Matara,Mischief > 50k,13
2023,Matara,Murder,21
2023,Matara,Narcotic Drugs,49
2023,Matara,Obstructing Police,12
2023,Matara,Offences Against The State,0
2023,Matara,Offensive Weapons Act,1
2023,Matara,Property Theft > 50k,212
2023,Matara,Rape (Adult),15
2023,Matara,Robbery,86
2023,Matara,Sexual Exploitation Of Children,2
2023,Matara,Statutory Rape (Consensual),74
2023,Matara,Statutory Rape (Non-consensual),6
2023,Matara,Unlawful Assembly/ Riot,0
2023,Mt.Lavinia,Abduction,11
2023,Mt.Lavinia,Agriculture Theft > 50k,1
2023,Mt.Lavinia,Arson,3
2023,Mt.Lavinia,Attempt to Murder,1
2023,Mt.Lavinia,Cattle Theft > 50k,8
2023,Mt.Lavinia,Cheating / Breach of Trust > 300k,29
2023,Mt.Lavinia,Counterfeiting Currency,1
2023,Mt.Lavinia,Cruelty to Children,0
2023,Mt.Lavinia,Extortions,5
2023,Mt.Lavinia,Grave Sexual Abuse,21
2023,Mt.Lavinia,Grievous Hurt,38
2023,Mt.Lavinia,House Breaking,348
2023,Mt.Lavinia,Human Trafficking,1
2023,Mt.Lavinia,Hurt by Dangerous Weapons,62
2023,Mt.Lavinia,Illegal Firearms,2
2023,Mt.Lavinia,Kidnapping,4
2023,Mt.Lavinia,Mischief > 50k,3
2023,Mt.Lavinia,Murder,16
2023,Mt.Lavinia,Narcotic Drugs,876
2023,Mt.Lavinia,Obstructing Police,4
2023,Mt.Lavinia,Offences Against The State,0
2023,Mt.Lavinia,Offensive Weapons Act,5
2023,Mt.Lavinia,Property Theft > 50k,194
2023,Mt.Lavinia,Rape (Adult),5
2023,Mt.Lavinia,Robbery,123
2023,Mt.Lavinia,Sexual Exploitation Of Children,0
2023,Mt.Lavinia,Statutory Rape (Consensual),13
2023,Mt.Lavinia,Statutory Rape (Non-consensual),1
2023,Mt.Lavinia,Unlawful Assembly/ Riot,0
2023,Mullativu,Abduction,7
2023,Mullativu,Agriculture Theft > 50k,0
2023,Mullativu,Arson,11
2023,Mullativu,Attempt to Murder,2
2023,Mullativu,Cattle Theft > 50k,22
2023,Mullativu,Cheating / Breach of Trust > 300k,41
2023,Mullativu,Counterfeiting Currency,1
2023,Mullativu,Cruelty to Children,4
2023,Mullativu,Extortions,0
2023,Mullativu,Grave Sexual Abuse,10
2023,Mullativu,Grievous Hurt,32
2023,Mullativu,House Breaking,80
2023,Mullativu,Human Trafficking,0
2023,Mullativu,Hurt by Dangerous Weapons,18
2023,Mullativu,Illegal Firearms,0
2023,Mullativu,Kidnapping,2
2023,Mullativu,Mischief > 50k,4
2023,Mullativu,Murder,8
2023,Mullativu,Narcotic Drugs,1
2023,Mullativu,Obstructing Police,0
2023,Mullativu,Offences Against The State,0
2023,Mullativu,Offensive Weapons Act,0
2023,Mullativu,Property Theft > 50k,44
2023,Mullativu,Rape (Adult),7
2023,Mullativu,Robbery,18
2023,Mullativu,Sexual Exploitation Of Children,0
2023,Mullativu,Statutory Rape (Consensual),15
2023,Mullativu,Statutory Rape (Non-consensual),18
2023,Mullativu,Unlawful Assembly/ Riot,0
2023,Narcotics,Abduction,0
2023,Narcotics,Agriculture Theft > 50k,0
2023,Narcotics,Arson,0
2023,Narcotics,Attempt to Murder,0
2023,Narcotics,Cattle Theft > 50k,0
2023,Narcotics,Cheating / Breach of Trust > 300k,0
2023,Narcotics,Counterfeiting Currency,0
2023,Narcotics,Cruelty to Children,0
2023,Narcotics,Extortions,0
2023,Narcotics,Grave Sexual Abuse,0
2023,Narcotics,Grievous Hurt,0
2023,Narcotics,House Breaking,0
2023,Narcotics,Human Trafficking,0
2023,Narcotics,Hurt by Dangerous Weapons,0
2023,Narcotics,Illegal Firearms,0
2023,Narcotics,Kidnapping,0
2023,Narcotics,Mischief > 50k,0
2023,Narcotics,Murder,0
2023,Narcotics,Narcotic Drugs,123
2023,Narcotics,Obstructing Police,0
2023,Narcotics,Offences Against The State,0
2023,Narcotics,Offensive Weapons Act,0
2023,Narcotics,Property Theft > 50k,0
2023,Narcotics,Rape (Adult),0
2023,Narcotics,Robbery,0
2023,Narcotics,Sexual Exploitation Of Children,0
2023,Narcotics,Statutory Rape (Consensual),0
2023,Narcotics,Statutory Rape (Non-consensual),0
2023,Narcotics,Unlawful Assembly/ Riot,0
2023,"National Children'S
Protect Authority",Abduction,1
2023,"National Children'S
Protect Authority",Agriculture Theft > 50k,0
2023,"National Children'S
Protect Authority",Arson,0
2023,"National Children'S
Protect Authority",Attempt to Murder,0
2023,"National Children'S
Protect Authority",Cattle Theft > 50k,0
2023,"National Children'S
Protect Authority",Cheating / Breach of Trust > 300k,0
2023,"National Children'S
Protect Authority",Counterfeiting Currency,0
2023,"National Children'S
Protect Authority",Cruelty to Children,4
2023,"National Children'S
Protect Authority",Extortions,0
2023,"National Children'S
Protect Authority",Grave Sexual Abuse,4
2023,"National Children'S
Protect Authority",Grievous Hurt,0
2023,"National Children'S
Protect Authority",House Breaking,0
2023,"National Children'S
Protect Authority",Human Trafficking,0
2023,"National Children'S
Protect Authority",Hurt by Dangerous Weapons,0
2023,"National Children'S
Protect Authority",Illegal Firearms,0
2023,"National Children'S
Protect Authority",Kidnapping,0
2023,"National Children'S
Protect Authority",Mischief > 50k,0
2023,"National Children'S
Protect Authority",Murder,0
2023,"National Children'S
Protect Authority",Narcotic Drugs,0
2023,"National Children'S
Protect Authority",Obstructing Police,0
2023,"National Children'S
Protect Authority",Offences Against The State,0
2023,"National Children'S
Protect Authority",Offensive Weapons Act,0
2023,"National Children'S
Protect Authority",Property Theft > 50k,0
2023,"National Children'S
Protect Authority",Rape (Adult),0
2023,"National Children'S
Protect Authority",Robbery,0
2023,"National Children'S
Protect Authority",Sexual Exploitation Of Children,0
2023,"National Children'S
Protect Authority",Statutory Rape (Consensual),1
2023,"National Children'S
Protect Authority",Statutory Rape (Non-consensual),2
2023,"National Children'S
Protect Authority",Unlawful Assembly/ Riot,0
2023,Negombo,Abduction,12
2023,Negombo,Agriculture Theft > 50k,0
2023,Negombo,Arson,8
2023,Negombo,Attempt to Murder,2
2023,Negombo,Cattle Theft > 50k,27
2023,Negombo,Cheating / Breach of Trust > 300k,191
2023,Negombo,Counterfeiting Currency,1
2023,Negombo,Cruelty to Children,1
2023,Negombo,Extortions,4
2023,Negombo,Grave Sexual Abuse,6
2023,Negombo,Grievous Hurt,9
2023,Negombo,House Breaking,264
2023,Negombo,Human Trafficking,0
2023,Negombo,Hurt by Dangerous Weapons,33
2023,Negombo,Illegal Firearms,3
2023,Negombo,Kidnapping,2
2023,Negombo,Mischief > 50k,10
2023,Negombo,Murder,15
2023,Negombo,Narcotic Drugs,611
2023,Negombo,Obstructing Police,2
2023,Negombo,Offences Against The State,0
2023,Negombo,Offensive Weapons Act,14
2023,Negombo,Property Theft > 50k,220
2023,Negombo,Rape (Adult),4
2023,Negombo,Robbery,106
2023,Negombo,Sexual Exploitation Of Children,0
2023,Negombo,Statutory Rape (Consensual),23
2023,Negombo,Statutory Rape (Non-consensual),11
2023,Negombo,Unlawful Assembly/ Riot,1
2023,Nugegoda,Abduction,10
2023,Nugegoda,Agriculture Theft > 50k,1
2023,Nugegoda,Arson,5
2023,Nugegoda,Attempt to Murder,11
2023,Nugegoda,Cattle Theft > 50k,19
2023,Nugegoda,Cheating / Breach of Trust > 300k,534
2023,Nugegoda,Counterfeiting Currency,1
2023,Nugegoda,Cruelty to Children,2
2023,Nugegoda,Extortions,8
2023,Nugegoda,Grave Sexual Abuse,17
2023,Nugegoda,Grievous Hurt,41
2023,Nugegoda,House Breaking,672
2023,Nugegoda,Human Trafficking,0
2023,Nugegoda,Hurt by Dangerous Weapons,46
2023,Nugegoda,Illegal Firearms,2
2023,Nugegoda,Kidnapping,6
2023,Nugegoda,Mischief > 50k,12
2023,Nugegoda,Murder,33
2023,Nugegoda,Narcotic Drugs,1538
2023,Nugegoda,Obstructing Police,0
2023,Nugegoda,Offences Against The State,0
2023,Nugegoda,Offensive Weapons Act,22
2023,Nugegoda,Property Theft > 50k,423
2023,Nugegoda,Rape (Adult),11
2023,Nugegoda,Robbery,152
2023,Nugegoda,Sexual Exploitation Of Children,2
2023,Nugegoda,Statutory Rape (Consensual),19
2023,Nugegoda,Statutory Rape (Non-consensual),5
2023,Nugegoda,Unlawful Assembly/ Riot,0
2023,Nuwaraeliya,Abduction,7
2023,Nuwaraeliya,Agriculture Theft > 50k,2
2023,Nuwaraeliya,Arson,8
2023,Nuwaraeliya,Attempt to Murder,4
2023,Nuwaraeliya,Cattle Theft > 50k,4
2023,Nuwaraeliya,Cheating / Breach of Trust > 300k,19
2023,Nuwaraeliya,Counterfeiting Currency,0
2023,Nuwaraeliya,Cruelty to Children,1
2023,Nuwaraeliya,Extortions,0
2023,Nuwaraeliya,Grave Sexual Abuse,10
2023,Nuwaraeliya,Grievous Hurt,35
2023,Nuwaraeliya,House Breaking,143
2023,Nuwaraeliya,Human Trafficking,0
2023,Nuwaraeliya,Hurt by Dangerous Weapons,31
2023,Nuwaraeliya,Illegal Firearms,0
2023,Nuwaraeliya,Kidnapping,3
2023,Nuwaraeliya,Mischief > 50k,4
2023,Nuwaraeliya,Murder,16
2023,Nuwaraeliya,Narcotic Drugs,1
2023,Nuwaraeliya,Obstructing Police,3
2023,Nuwaraeliya,Offences Against The State,0
2023,Nuwaraeliya,Offensive Weapons Act,0
2023,Nuwaraeliya,Property Theft > 50k,77
2023,Nuwaraeliya,Rape (Adult),8
2023,Nuwaraeliya,Robbery,17
2023,Nuwaraeliya,Sexual Exploitation Of Children,0
2023,Nuwaraeliya,Statutory Rape (Consensual),13
2023,Nuwaraeliya,Statutory Rape (Non-consensual),10
2023,Nuwaraeliya,Unlawful Assembly/ Riot,0
2023,Panadura,Abduction,17
2023,Panadura,Agriculture Theft > 50k,0
2023,Panadura,Arson,12
2023,Panadura,Attempt to Murder,2
2023,Panadura,Cattle Theft > 50k,46
2023,Panadura,Cheating / Breach of Trust > 300k,114
2023,Panadura,Counterfeiting Currency,1
2023,Panadura,Cruelty to Children,1
2023,Panadura,Extortions,3
2023,Panadura,Grave Sexual Abuse,14
2023,Panadura,Grievous Hurt,12
2023,Panadura,House Breaking,367
2023,Panadura,Human Trafficking,0
2023,Panadura,Hurt by Dangerous Weapons,52
2023,Panadura,Illegal Firearms,2
2023,Panadura,Kidnapping,5
2023,Panadura,Mischief > 50k,2
2023,Panadura,Murder,15
2023,Panadura,Narcotic Drugs,287
2023,Panadura,Obstructing Police,3
2023,Panadura,Offences Against The State,0
2023,Panadura,Offensive Weapons Act,12
2023,Panadura,Property Theft > 50k,227
2023,Panadura,Rape (Adult),4
2023,Panadura,Robbery,136
2023,Panadura,Sexual Exploitation Of Children,0
2023,Panadura,Statutory Rape (Consensual),21
2023,Panadura,Statutory Rape (Non-consensual),11
2023,Panadura,Unlawful Assembly/ Riot,0
2023,Polonnaruwa,Abduction,25
2023,Polonnaruwa,Agriculture Theft > 50k,1
2023,Polonnaruwa,Arson,15
2023,Polonnaruwa,Attempt to Murder,4
2023,Polonnaruwa,Cattle Theft > 50k,131
2023,Polonnaruwa,Cheating / Breach of Trust > 300k,104
2023,Polonnaruwa,Counterfeiting Currency,2
2023,Polonnaruwa,Cruelty to Children,2
2023,Polonnaruwa,Extortions,8
2023,Polonnaruwa,Grave Sexual Abuse,18
2023,Polonnaruwa,Grievous Hurt,48
2023,Polonnaruwa,House Breaking,434
2023,Polonnaruwa,Human Trafficking,0
2023,Polonnaruwa,Hurt by Dangerous Weapons,59
2023,Polonnaruwa,Illegal Firearms,0
2023,Polonnaruwa,Kidnapping,6
2023,Polonnaruwa,Mischief > 50k,16
2023,Polonnaruwa,Murder,18
2023,Polonnaruwa,Narcotic Drugs,30
2023,Polonnaruwa,Obstructing Police,5
2023,Polonnaruwa,Offences Against The State,0
2023,Polonnaruwa,Offensive Weapons Act,0
2023,Polonnaruwa,Property Theft > 50k,178
2023,Polonnaruwa,Rape (Adult),9
2023,Polonnaruwa,Robbery,69
2023,Polonnaruwa,Sexual Exploitation Of Children,0
2023,Polonnaruwa,Statutory Rape (Consensual),51
2023,Polonnaruwa,Statutory Rape (Non-consensual),12
2023,Polonnaruwa,Unlawful Assembly/ Riot,1
2023,Tangalle,Abduction,18
2023,Tangalle,Agriculture Theft > 50k,7
2023,Tangalle,Arson,19
2023,Tangalle,Attempt to Murder,11
2023,Tangalle,Cattle Theft > 50k,118
2023,Tangalle,Cheating / Breach of Trust > 300k,156
2023,Tangalle,Counterfeiting Currency,4
2023,Tangalle,Cruelty to Children,1
2023,Tangalle,Extortions,6
2023,Tangalle,Grave Sexual Abuse,26
2023,Tangalle,Grievous Hurt,34
2023,Tangalle,House Breaking,351
2023,Tangalle,Human Trafficking,0
2023,Tangalle,Hurt by Dangerous Weapons,71
2023,Tangalle,Illegal Firearms,0
2023,Tangalle,Kidnapping,13
2023,Tangalle,Mischief > 50k,4
2023,Tangalle,Murder,35
2023,Tangalle,Narcotic Drugs,75
2023,Tangalle,Obstructing Police,7
2023,Tangalle,Offences Against The State,0
2023,Tangalle,Offensive Weapons Act,3
2023,Tangalle,Property Theft > 50k,214
2023,Tangalle,Rape (Adult),4
2023,Tangalle,Robbery,77
2023,Tangalle,Sexual Exploitation Of Children,1
2023,Tangalle,Statutory Rape (Consensual),46
2023,Tangalle,Statutory Rape (Non-consensual),19
2023,Tangalle,Unlawful Assembly/ Riot,1
2023,Teldeniya,Abduction,8
2023,Teldeniya,Agriculture Theft > 50k,0
2023,Teldeniya,Arson,5
2023,Teldeniya,Attempt to Murder,2
2023,Teldeniya,Cattle Theft > 50k,13
2023,Teldeniya,Cheating / Breach of Trust > 300k,22
2023,Teldeniya,Counterfeiting Currency,0
2023,Teldeniya,Cruelty to Children,5
2023,Teldeniya,Extortions,2
2023,Teldeniya,Grave Sexual Abuse,11
2023,Teldeniya,Grievous Hurt,36
2023,Teldeniya,House Breaking,131
2023,Teldeniya,Human Trafficking,0
2023,Teldeniya,Hurt by Dangerous Weapons,43
2023,Teldeniya,Illegal Firearms,0
2023,Teldeniya,Kidnapping,2
2023,Teldeniya,Mischief > 50k,2
2023,Teldeniya,Murder,3
2023,Teldeniya,Narcotic Drugs,40
2023,Teldeniya,Obstructing Police,0
2023,Teldeniya,Offences Against The State,0
2023,Teldeniya,Offensive Weapons Act,0
2023,Teldeniya,Property Theft > 50k,37
2023,Teldeniya,Rape (Adult),3
2023,Teldeniya,Robbery,31
2023,Teldeniya,Sexual Exploitation Of Children,0
2023,Teldeniya,Statutory Rape (Consensual),11
2023,Teldeniya,Statutory Rape (Non-consensual),4
2023,Teldeniya,Unlawful Assembly/ Riot,0
2023,Tid,Abduction,0
2023,Tid,Agriculture Theft > 50k,0
2023,Tid,Arson,0
2023,Tid,Attempt to Murder,0
2023,Tid,Cattle Theft > 50k,0
2023,Tid,Cheating / Breach of Trust > 300k,0
2023,Tid,Counterfeiting Currency,0
2023,Tid,Cruelty to Children,0
2023,Tid,Extortions,0
2023,Tid,Grave Sexual Abuse,0
2023,Tid,Grievous Hurt,0
2023,Tid,House Breaking,0
2023,Tid,Human Trafficking,0
2023,Tid,Hurt by Dangerous Weapons,0
2023,Tid,Illegal Firearms,0
2023,Tid,Kidnapping,0
2023,Tid,Mischief > 50k,0
2023,Tid,Murder,0
2023,Tid,Narcotic Drugs,0
2023,Tid,Obstructing Police,0
2023,Tid,Offences Against The State,0
2023,Tid,Offensive Weapons Act,0
2023,Tid,Property Theft > 50k,0
2023,Tid,Rape (Adult),0
2023,Tid,Robbery,0
2023,Tid,Sexual Exploitation Of Children,0
2023,Tid,Statutory Rape (Consensual),0
2023,Tid,Statutory Rape (Non-consensual),0
2023,Tid,Unlawful Assembly/ Riot,0
2023,Vavuniya,Abduction,7
2023,Vavuniya,Agriculture Theft > 50k,2
2023,Vavuniya,Arson,7
2023,Vavuniya,Attempt to Murder,2
2023,Vavuniya,Cattle Theft > 50k,73
2023,Vavuniya,Cheating / Breach of Trust > 300k,86
2023,Vavuniya,Counterfeiting Currency,1
2023,Vavuniya,Cruelty to Children,5
2023,Vavuniya,Extortions,3
2023,Vavuniya,Grave Sexual Abuse,7
2023,Vavuniya,Grievous Hurt,68
2023,Vavuniya,House Breaking,184
2023,Vavuniya,Human Trafficking,0
2023,Vavuniya,Hurt by Dangerous Weapons,14
2023,Vavuniya,Illegal Firearms,0
2023,Vavuniya,Kidnapping,1
2023,Vavuniya,Mischief > 50k,4
2023,Vavuniya,Murder,8
2023,Vavuniya,Narcotic Drugs,24
2023,Vavuniya,Obstructing Police,2
2023,Vavuniya,Offences Against The State,0
2023,Vavuniya,Offensive Weapons Act,0
2023,Vavuniya,Property Theft > 50k,106
2023,Vavuniya,Rape (Adult),5
2023,Vavuniya,Robbery,71
2023,Vavuniya,Sexual Exploitation Of Children,0
2023,Vavuniya,Statutory Rape (Consensual),14
2023,Vavuniya,Statutory Rape (Non-consensual),4
2023,Vavuniya,Unlawful Assembly/ Riot,1
2023,"Women & Children'S
Bureau",Abduction,1
2023,"Women & Children'S
Bureau",Agriculture Theft > 50k,0
2023,"Women & Children'S
Bureau",Arson,0
2023,"Women & Children'S
Bureau",Attempt to Murder,0
2023,"Women & Children'S
Bureau",Cattle Theft > 50k,0
2023,"Women & Children'S
Bureau",Cheating / Breach of Trust > 300k,0
2023,"Women & Children'S
Bureau",Counterfeiting Currency,0
2023,"Women & Children'S
Bureau",Cruelty to Children,9
2023,"Women & Children'S
Bureau",Extortions,0
2023,"Women & Children'S
Bureau",Grave Sexual Abuse,7
2023,"Women & Children'S
Bureau",Grievous Hurt,1
2023,"Women & Children'S
Bureau",House Breaking,0
2023,"Women & Children'S
Bureau",Human Trafficking,1
2023,"Women & Children'S
Bureau",Hurt by Dangerous Weapons,0
2023,"Women & Children'S
Bureau",Illegal Firearms,0
2023,"Women & Children'S
Bureau",Kidnapping,0
2023,"Women & Children'S
Bureau",Mischief > 50k,0
2023,"Women & Children'S
Bureau",Murder,0
2023,"Women & Children'S
Bureau",Narcotic Drugs,0
2023,"Women & Children'S
Bureau",Obstructing Police,0
2023,"Women & Children'S
Bureau",Offences Against The State,0
2023,"Women & Children'S
Bureau",Offensive Weapons Act,0
2023,"Women & Children'S
Bureau",Property Theft > 50k,0
2023,"Women & Children'S
Bureau",Rape (Adult),7
2023,"Women & Children'S
Bureau",Robbery,0
2023,"Women & Children'S
Bureau",Sexual Exploitation Of Children,0
2023,"Women & Children'S
Bureau",Statutory Rape (Consensual),6
2023,"Women & Children'S
Bureau",Statutory Rape (Non-consensual),3
2023,"Women & Children'S
Bureau",Unlawful Assembly/ Riot,0
2023,Colombo,Total Crimes,1344
2023,Kalutara,Total Crimes,1076
2023,Nuwara Eliya,Total Crimes,1224
2023,Hambantota,Total Crimes,1007
2023,Mullaitivu,Total Crimes,459
2023,Batticaloa,Total Crimes,469
2023,Ampara,Total Crimes,1184
2023,Trincomalee,Total Crimes,1043
2023,Kurunegala,Total Crimes,324
2023,Puttalam,Total Crimes,1111
2023,Anuradhapura,Total Crimes,999
2023,Badulla,Total Crimes,821
2023,Monaragala,Total Crimes,362
2023,Ratnapura,Total Crimes,1207
2023,Kegalle,Total Crimes,1224
